Timestamp,Solar Voltage (V),Solar Current (A),Battery Voltage (V),Battery Current (A),Load Voltage (V),Load Current (A),Battery Temp (C),Battery SOC,Solar Power (W),Battery Power (W),Load Power (W),Accumulated Precip,Dew Point,Feels Like,Humidity,Precip,Pressure,Sky Cover,Solar Radiation,Temperature,Wind,Wind Direction,Wind Gusts
2025-06-09 18:04:20.099610+00:00,19.05,2.31,12.73,-1.15,12.73,4.57,23.08,59,44.006,-14.639,58.176,0.3,73,98.7,57,0,29.77,0,944,90.3,5.3,225,9.9
2025-06-09 18:05:27.671547+00:00,19.01,2.33,12.71,-1.06,12.75,4.55,23.15,59,44.293,-13.473,58.012,0.3,73,98.7,57,0,29.77,0,944,90.3,5.3,225,9.9
2025-06-09 18:06:37.477684+00:00,18.92,2.58,12.9,-0.38,12.9,4.17,23.24,66,48.814,-4.902,53.793,0.3,73,98.7,57,0,29.77,0,944,90.3,5.3,225,9.9
2025-06-09 18:07:49.629652+00:00,18.59,2.85,12.88,-0.15,12.94,4.27,23.33,65,52.982,-1.932,55.254,0.3,73,98.7,57,0,29.77,0,944,90.3,5.3,225,9.9
2025-06-09 18:08:58.650443+00:00,18.34,3.09,13.05,0.22,13.05,4.05,23.43,71,56.671,2.871,52.852,0.3,73,98.7,57,0,29.77,0,944,90.3,5.3,225,9.9
2025-06-09 18:09:36.069187+00:00,18.63,2.93,12.94,-0.33,12.98,4.55,23.49,67,54.586,-4.27,59.059,0.3,73,98.7,57,0,29.77,0,944,90.3,5.3,225,9.9
2025-06-09 18:10:43.240881+00:00,17.89,3.21,13.09,0.28,13.11,4.11,23.58,73,57.427,3.665,53.882,0.3,73,98.7,57,0,29.77,0,944,90.3,5.3,225,9.9
2025-06-09 18:12:23.575116+00:00,17.89,3.52,13.09,0.33,13.11,4.49,23.65,73,62.973,4.32,58.864,0.3,73,98.7,57,0,29.77,0,944,90.3,5.3,225,9.9
2025-06-09 18:13:30.923544+00:00,17.31,3.68,13.24,0.83,13.24,3.99,23.68,78,63.701,10.989,52.828,0.3,73.3,100.2,56,0,29.75,0,948,91.2,2.7,292,11.4
2025-06-09 18:14:37.825532+00:00,17.23,3.78,13.16,0.35,13.13,4.61,23.69,75,65.129,4.606,60.529,0.3,73.3,100.2,56,0,29.75,0,948,91.2,2.7,292,11.4
2025-06-09 18:15:47.908126+00:00,17.02,3.84,13.24,0.71,13.2,4.23,23.65,78,65.357,9.4,55.836,0.3,73.3,100.2,56,0,29.75,0,948,91.2,2.7,292,11.4
2025-06-09 18:16:56.039832+00:00,17.27,3.88,13.22,0.9,13.26,4.17,23.57,78,67.008,11.898,55.294,0.3,73.3,100.2,56,0,29.75,0,948,91.2,2.7,292,11.4
2025-06-09 18:18:04.974270+00:00,16.73,4.03,13.33,0.76,13.26,4.31,23.53,82,67.422,10.131,57.151,0.3,73.3,100.2,56,0,29.75,0,948,91.2,2.7,292,11.4
2025-06-09 18:19:12.098818+00:00,16.4,4.08,13.31,1.0,13.33,4.03,23.48,81,66.912,13.31,53.72,0.3,73.3,100.2,56,0,29.75,0,948,91.2,2.7,292,11.4
2025-06-09 18:20:19.755662+00:00,16.98,3.96,13.35,0.74,13.29,4.31,23.43,82,67.241,9.879,57.28,0.3,73.3,100.2,56,0,29.75,0,948,91.2,2.7,292,11.4
2025-06-09 18:21:29.938005+00:00,17.23,3.89,13.35,0.98,13.35,4.05,23.38,82,67.025,13.083,54.067,0.3,73.3,100.2,56,0,29.75,0,948,91.2,2.7,292,11.4
2025-06-09 18:22:38.325159+00:00,17.02,3.98,13.37,1.02,13.37,4.03,23.36,83,67.74,13.637,53.881,0.3,73.3,100.2,56,0,29.75,0,948,91.2,2.7,292,11.4
2025-06-09 18:23:45.791982+00:00,17.35,3.89,13.33,1.1,13.37,3.97,23.32,81,67.492,14.663,53.079,0.3,73.3,100.2,56,0,29.75,0,948,91.2,2.7,292,11.4
2025-06-09 18:24:52.691481+00:00,16.94,4.02,13.39,1.04,13.39,4.05,23.31,83,68.099,13.926,54.23,0.3,73,101.1,54,0,29.77,0,951,92.1,4.2,202,8.9
2025-06-09 18:25:59.378277+00:00,17.02,4.02,13.31,0.62,13.29,4.53,23.28,81,68.42,8.252,60.204,0.3,73,101.1,54,0,29.77,0,951,92.1,4.2,202,8.9
2025-06-09 18:27:09.091594+00:00,16.98,4.05,13.41,0.86,13.35,4.27,23.23,84,68.769,11.533,57.004,0.3,73,101.1,54,0,29.77,0,951,92.1,4.2,202,8.9
2025-06-09 18:28:16.013926+00:00,15.78,4.2,13.31,0.55,13.31,4.43,23.22,81,66.276,7.321,58.963,0.3,73,101.1,54,0,29.77,0,951,92.1,4.2,202,8.9
2025-06-09 18:29:23.876622+00:00,17.39,3.82,13.41,0.99,13.39,4.17,23.18,84,66.43,13.276,55.836,0.3,73,101.1,54,0,29.77,0,951,92.1,4.2,202,8.9
2025-06-09 18:30:32.763927+00:00,17.14,3.56,13.31,0.6,13.35,3.99,23.13,81,61.018,7.986,53.267,0.3,73,101.1,54,0,29.77,0,951,92.1,4.2,202,8.9
2025-06-09 18:31:40.355730+00:00,17.72,3.33,13.24,0.36,13.26,4.11,23.15,78,59.008,4.766,54.499,0.3,73,101.1,54,0,29.77,0,951,92.1,4.2,202,8.9
2025-06-09 18:32:48.954513+00:00,18.84,2.91,13.2,0.05,13.2,4.11,23.15,77,54.824,0.66,54.252,0.3,73,101.1,54,0,29.77,0,951,92.1,4.2,202,8.9
2025-06-09 18:33:57.813607+00:00,19.01,2.52,13.09,-0.44,13.05,4.11,23.21,72,47.905,-5.76,53.636,0.3,73,101.1,54,0,29.77,0,951,92.1,4.2,202,8.9
2025-06-09 18:35:04.351183+00:00,18.47,2.43,13.01,-0.63,13.01,4.09,23.31,70,44.882,-8.196,53.211,0.3,73,101.1,54,0,29.77,0,951,92.1,4.2,202,8.9
2025-06-09 18:36:11.040661+00:00,19.25,2.2,12.96,-0.81,12.94,4.09,23.45,68,42.35,-10.498,52.925,0.3,73,101.1,54,0,29.77,0,951,92.1,4.2,202,8.9
2025-06-09 18:37:16.453546+00:00,19.25,1.97,12.86,-1.08,12.86,4.03,23.62,64,37.922,-13.889,51.826,0.3,72.4,101.2,52,0,29.78,0,951,92.7,0,248,8.9
2025-06-09 18:38:25.839936+00:00,18.76,1.73,12.73,-1.55,12.73,4.11,23.74,60,32.455,-19.732,52.32,0.3,72.4,101.2,52,0,29.78,0,951,92.7,0,248,8.9
2025-06-09 18:39:34.175656+00:00,18.67,1.58,12.66,-1.83,12.64,4.17,23.88,56,29.499,-23.168,52.709,0.3,72.4,101.2,52,0,29.78,0,951,92.7,0,248,8.9
2025-06-09 18:40:40.690432+00:00,18.38,1.41,12.56,-2.28,12.47,4.35,24.05,53,25.916,-28.637,54.244,0.3,72.4,101.2,52,0,29.78,0,951,92.7,0,248,8.9
2025-06-09 18:41:48.378665+00:00,19.01,0.92,12.36,-2.72,12.38,4.15,24.17,46,17.489,-33.619,51.377,0.3,71.9,101.5,50,0,29.79,0,951,93.4,1.7,158,8.9
2025-06-09 18:42:55.363600+00:00,19.5,0.76,12.3,-2.96,12.3,4.25,24.22,44,14.82,-36.408,52.275,0.3,71.9,101.5,50,0,29.79,0,951,93.4,1.7,158,8.9
2025-06-09 18:44:02.424747+00:00,19.38,0.58,12.23,-3.33,12.21,4.25,24.2,41,11.24,-40.726,51.893,0.3,71.9,101.5,50,0,29.79,0,951,93.4,1.7,158,8.9
2025-06-09 18:45:09.073930+00:00,19.25,0.51,12.17,-3.45,12.17,4.27,24.22,39,9.818,-41.986,51.966,0.3,71.9,101.5,50,0,29.79,0,951,93.4,1.7,158,8.9
2025-06-09 18:46:15.768395+00:00,18.55,0.47,12.15,-3.54,12.15,4.27,24.29,38,8.719,-43.011,51.88,0.3,71.9,101.5,50,0,29.79,0,951,93.4,1.7,158,8.9
2025-06-09 18:47:19.788415+00:00,19.5,0.45,12.15,-3.46,12.15,4.19,24.31,38,8.775,-42.039,50.909,0.3,71.9,101.5,50,0,29.79,0,951,93.4,1.7,158,8.9
2025-06-09 18:48:28.341043+00:00,19.92,0.41,12.13,-3.94,12.04,4.31,24.36,38,8.167,-47.792,51.892,0.3,71.9,101.5,50,0,29.79,0,951,93.4,1.7,158,8.9
2025-06-09 18:49:35.229374+00:00,19.13,0.46,11.98,-4.14,12.0,4.85,24.39,32,8.8,-49.597,58.2,0.3,71.9,101.5,50,0,29.79,0,951,93.4,1.7,158,8.9
2025-06-09 18:50:57.617078+00:00,19.54,0.52,12.13,-3.43,12.11,4.27,24.43,38,10.161,-41.606,51.71,0.3,71.9,101.5,50,0,29.79,0,951,93.4,1.7,158,8.9
2025-06-09 18:52:04.255563+00:00,19.09,0.5,12.11,-3.55,12.08,4.35,24.48,37,9.545,-42.99,52.548,0.3,71.9,101.5,50,0,29.79,0,951,93.4,1.7,158,8.9
2025-06-09 18:53:12.624327+00:00,18.88,0.52,12.08,-3.53,12.08,4.35,24.49,36,9.818,-42.642,52.548,0.3,73.2,103.8,51,0,29.8,0,949,94.1,3.7,248,5.8
2025-06-09 18:54:29.416912+00:00,18.43,0.57,12.08,-3.37,12.11,4.35,24.52,36,10.505,-40.71,52.678,0.3,73.2,103.8,51,0,29.8,0,949,94.1,3.7,248,5.8
2025-06-09 18:55:36.162452+00:00,18.47,0.66,12.13,-3.39,12.08,4.37,24.53,36,12.19,-41.121,52.79,0.3,73.2,103.8,51,0,29.8,0,949,94.1,3.7,248,5.8
2025-06-09 18:56:43.857104+00:00,18.43,0.6,12.08,-3.37,12.08,4.29,24.61,36,11.058,-40.71,51.823,0.3,73.2,103.8,51,0,29.8,0,949,94.1,3.7,248,5.8
2025-06-09 18:57:51.202063+00:00,18.59,0.55,12.04,-3.45,12.04,4.31,24.62,34,10.225,-41.538,51.892,0.3,73.2,103.8,51,0,29.8,0,949,94.1,3.7,248,5.8
2025-06-09 18:58:57.984052+00:00,19.21,0.46,12.0,-3.54,12.02,4.29,24.62,33,8.837,-42.48,51.566,0.3,73.2,103.8,51,0,29.8,0,949,94.1,3.7,248,5.8
2025-06-09 19:00:05.767850+00:00,18.96,0.44,11.89,-3.82,11.93,4.53,24.61,29,8.342,-45.42,54.043,0.3,73.2,103.8,51,0,29.8,0,949,94.1,3.7,248,5.8
2025-06-09 19:01:15.102513+00:00,18.05,0.46,11.87,-3.76,11.91,4.47,24.62,30,8.303,-44.631,53.238,0.3,73.2,103.8,51,0,29.8,0,949,94.1,3.7,248,5.8
2025-06-09 19:02:26.717062+00:00,18.72,0.44,11.85,-4.16,11.83,4.85,24.62,27,8.237,-49.296,57.375,0.3,73.2,103.8,51,0,29.8,0,949,94.1,3.7,248,5.8
2025-06-09 19:03:38.562518+00:00,18.72,0.43,11.87,-3.84,11.85,4.53,24.62,28,8.05,-45.581,53.681,0.3,73.2,103.8,51,0,29.8,0,949,94.1,3.7,248,5.8
2025-06-09 19:04:46.518984+00:00,18.18,0.42,11.78,-3.98,11.81,4.63,24.67,25,7.636,-46.884,54.68,0.3,72.3,104.3,48,0,29.8,0,945,95.2,0,135,7.3
2025-06-09 19:05:54.510402+00:00,18.47,0.42,11.81,-3.74,11.81,4.41,24.67,26,7.757,-44.169,52.082,0.3,72.3,104.3,48,0,29.8,0,945,95.2,0,135,7.3
2025-06-09 19:07:01.353655+00:00,17.76,0.42,11.72,-3.78,11.78,4.43,24.64,22,7.459,-44.302,52.185,0.3,72.3,104.3,48,0,29.8,0,945,95.2,0,135,7.3
2025-06-09 19:08:08.078527+00:00,17.1,0.43,11.72,-4.22,11.66,4.85,24.7,20,7.353,-49.458,56.551,0.3,72.3,104.3,48,0,29.8,0,945,95.2,0,135,7.3
2025-06-09 19:09:15.362783+00:00,17.14,0.42,11.68,-3.76,11.68,4.39,24.72,21,7.199,-43.917,51.275,0.3,72.3,104.3,48,0,29.8,0,945,95.2,0,135,7.3
2025-06-09 19:10:23.646227+00:00,17.43,0.41,11.61,-3.8,11.61,4.43,24.76,18,7.146,-44.118,51.432,0.3,72.3,104.3,48,0,29.8,0,945,95.2,0,135,7.3
2025-06-09 19:11:30.760911+00:00,18.84,0.35,11.48,-3.84,11.53,4.43,24.84,14,6.594,-44.083,51.078,0.3,72.3,104.3,48,0,29.8,0,945,95.2,0,135,7.3
2025-06-09 19:12:37.360992+00:00,18.47,0.38,11.42,-3.86,11.42,4.49,24.86,11,7.019,-44.081,51.276,0.3,72.3,104.3,48,0,29.8,0,945,95.2,0,135,7.3
2025-06-09 19:13:44.100641+00:00,18.14,0.4,11.29,-3.84,11.29,4.49,24.88,7,7.256,-43.354,50.692,0.3,72.3,104.3,48,0,29.8,0,945,95.2,0,135,7.3
2025-06-09 19:14:51.016498+00:00,17.93,0.4,11.14,-3.86,11.12,4.59,25.02,1,7.172,-43.0,51.041,0.3,72.3,104.3,48,0,29.8,0,945,95.2,0,135,7.3
2025-06-09 19:15:57.779545+00:00,16.94,0.42,12.13,0.59,0.0,0.0,24.99,38,7.115,7.157,0.0,0.3,74.5,108.4,50,0,29.8,81,592,96.3,2.7,158,6.3
2025-06-09 19:17:05.061539+00:00,19.3,0.3,12.21,0.59,0.0,0.0,24.94,41,5.79,7.204,0.0,0.3,74.5,108.4,50,0,29.8,81,592,96.3,2.7,158,6.3
2025-06-09 19:18:12.272344+00:00,18.22,0.41,12.32,0.61,0.0,0.0,24.88,45,7.47,7.515,0.0,0.3,74.5,108.4,50,0,29.8,81,592,96.3,2.7,158,6.3
2025-06-09 19:19:19.813957+00:00,19.05,0.36,12.36,0.57,0.0,0.0,24.8,46,6.858,7.045,0.0,0.3,74.5,108.4,50,0,29.8,81,592,96.3,2.7,158,6.3
2025-06-09 19:20:27.223992+00:00,17.64,0.41,12.41,0.59,0.0,0.0,24.75,48,7.232,7.322,0.0,0.3,74.5,108.4,50,0,29.8,81,592,96.3,2.7,158,6.3
2025-06-09 19:21:34.814649+00:00,18.84,0.4,12.45,0.61,0.0,0.0,24.71,50,7.536,7.594,0.0,0.3,75.2,110.2,50,0,29.81,81,588,97,2.2,180,3.7
2025-06-09 19:22:42.065710+00:00,17.64,0.44,12.49,0.63,0.0,0.0,24.66,51,7.762,7.869,0.0,0.3,75.2,110.2,50,0,29.81,81,588,97,2.2,180,3.7
2025-06-09 19:23:50.665882+00:00,18.34,0.43,12.53,0.63,0.0,0.0,24.59,52,7.886,7.894,0.0,0.3,75.2,110.2,50,0,29.81,81,588,97,2.2,180,3.7
2025-06-09 19:25:01.094271+00:00,18.88,0.4,12.56,0.61,0.0,0.0,24.51,54,7.552,7.662,0.0,0.3,75.2,110.2,50,0,29.81,81,588,97,2.2,180,3.7
2025-06-09 19:26:12.320111+00:00,18.34,0.46,12.6,0.67,0.0,0.0,24.44,55,8.436,8.442,0.0,0.3,75.2,110.2,50,0,29.81,81,588,97,2.2,180,3.7
2025-06-09 19:27:25.664256+00:00,17.43,0.46,11.46,-4.2,11.44,4.91,24.36,13,8.018,-48.132,56.17,0.3,75.2,110.2,50,0,29.81,81,588,97,2.2,180,3.7
2025-06-09 19:28:37.444849+00:00,17.89,0.48,11.1,-4.4,11.1,5.18,24.29,0,8.587,-48.84,57.498,0.3,75.2,110.2,50,0,29.81,81,588,97,2.2,180,3.7
2025-06-09 19:29:46.328899+00:00,18.92,0.44,12.15,0.69,0.0,0.0,24.29,38,8.325,8.383,0.0,0.3,75.2,110.2,50,0,29.81,81,588,97,2.2,180,3.7
2025-06-09 19:32:13.749270+00:00,18.8,0.54,11.14,-3.67,11.14,4.57,24.13,1,10.152,-40.884,50.91,0.3,75.2,110.2,50,0,29.81,81,588,97,2.2,180,3.7
2025-06-09 19:33:24.826384+00:00,17.31,0.66,12.17,0.94,0.0,0.0,24.12,39,11.425,11.44,0.0,0.3,72.2,106.7,45,0,29.81,81,583,97.2,0,315,2.2
2025-06-09 19:34:36.018039+00:00,17.93,0.74,12.3,1.08,0.0,0.0,24.11,44,13.268,13.284,0.0,0.3,72.2,106.7,45,0,29.81,81,583,97.2,0,315,2.2
2025-06-09 19:35:43.428382+00:00,18.34,0.72,12.36,1.08,0.0,0.0,24.1,46,13.205,13.349,0.0,0.3,72.2,106.7,45,0,29.81,81,583,97.2,0,315,2.2
2025-06-09 19:36:52.730161+00:00,18.05,0.37,12.34,0.55,0.0,0.0,24.11,45,6.679,6.787,0.0,0.3,72.2,106.7,45,0,29.81,81,583,97.2,0,315,2.2
2025-06-09 19:38:01.619762+00:00,17.39,0.76,12.49,1.06,0.0,0.0,24.09,51,13.216,13.239,0.0,0.3,72.2,106.7,45,0,29.81,81,583,97.2,0,315,2.2
2025-06-09 19:39:10.639663+00:00,17.56,0.77,12.53,1.08,0.0,0.0,24.09,52,13.521,13.532,0.0,0.3,72.2,106.7,45,0,29.81,81,583,97.2,0,315,2.2
2025-06-09 19:40:21.273087+00:00,17.8,0.48,12.53,0.69,0.0,0.0,24.1,52,8.544,8.646,0.0,0.3,72.2,106.7,45,0,29.81,81,583,97.2,0,315,2.2
2025-06-09 19:41:30.843263+00:00,16.44,0.57,11.57,-3.79,11.57,4.61,24.08,17,9.371,-43.85,53.338,0.3,72.2,106.7,45,0,29.81,81,583,97.2,0,315,2.2
2025-06-09 19:42:38.872414+00:00,16.65,0.62,11.29,-3.73,11.29,4.65,24.12,7,10.323,-42.112,52.498,0.3,72.2,106.7,45,0,29.81,81,583,97.2,0,315,2.2
2025-06-09 19:43:46.905162+00:00,17.68,0.57,12.0,0.84,0.0,0.0,24.12,33,10.078,10.08,0.0,0.3,72.2,106.7,45,0,29.81,81,583,97.2,0,315,2.2
2025-06-09 19:44:55.924987+00:00,17.14,0.58,12.15,0.82,0.0,0.0,24.11,38,9.941,9.963,0.0,0.3,75,113.1,46,0,29.81,81,577,99.5,3.7,180,3.7
