Timestamp,Solar Voltage (V),Solar Current (A),Battery Voltage (V),Battery Current (A),Load Voltage (V),Load Current (A),Battery Temp (C),Battery SOC,Solar Power (W),Battery Power (W),Load Power (W),Accumulated Precip,Dew Point,Feels Like,Humidity,Precip,Pressure,Sky Cover,Solar Radiation,Temperature,Wind,Wind Direction,Wind Gusts
2025-06-05 20:21:06.036692+00:00,19.46,0.44,13.8,-0.03,13.8,0.66,23.73,99,8.562,-0.414,9.108,0,71.6,99.2,52,0,29.77,81,67,91.8,0,347,1.1
2025-06-05 20:21:29.080355+00:00,19.42,0.46,13.8,-0.01,13.8,0.66,23.74,99,8.933,-0.138,9.108,0,71.6,99.2,52,0,29.77,81,67,91.8,0,347,1.1
2025-06-05 20:21:52.204427+00:00,19.42,0.46,13.8,-0.01,13.8,0.66,23.73,99,8.933,-0.138,9.108,0,71.6,99.2,52,0,29.77,81,67,91.8,0,347,1.1
2025-06-05 20:22:17.649167+00:00,19.42,0.46,13.8,-0.01,13.8,0.66,23.73,99,8.933,-0.138,9.108,0,71.6,99.2,52,0,29.77,81,67,91.8,0,347,1.1
2025-06-05 20:22:42.225743+00:00,19.42,0.46,13.8,-0.01,13.8,0.66,23.72,99,8.933,-0.138,9.108,0,71.6,99.2,52,0,29.77,81,67,91.8,0,347,1.1
2025-06-05 20:23:04.939630+00:00,19.46,0.46,13.8,-0.01,13.8,0.66,23.73,99,8.952,-0.138,9.108,0,71.6,99.2,52,0,29.77,81,67,91.8,0,347,1.1
2025-06-05 20:23:28.938835+00:00,19.46,0.44,13.8,-0.03,13.8,0.66,23.74,99,8.562,-0.414,9.108,0,71.6,99.2,52,0,29.77,81,67,91.8,0,347,1.1
2025-06-05 20:23:52.362639+00:00,19.5,0.44,13.8,-0.01,13.8,0.66,23.75,99,8.58,-0.138,9.108,0,71.6,99.2,52,0,29.77,81,67,91.8,0,347,1.1
2025-06-05 20:24:14.992778+00:00,19.46,0.44,13.8,-0.03,13.8,0.66,23.76,99,8.562,-0.414,9.108,0,71.6,99.2,52,0,29.77,81,67,91.8,0,347,1.1
2025-06-05 20:24:38.991102+00:00,19.5,0.44,13.8,-0.03,13.8,0.66,23.74,99,8.58,-0.414,9.108,0,71.6,99.2,52,0,29.77,81,67,91.8,0,347,1.1
2025-06-05 20:25:02.760874+00:00,19.5,0.44,13.8,-0.03,13.8,0.66,23.74,99,8.58,-0.414,9.108,0,71.6,99.2,52,0,29.77,81,67,91.8,0,347,1.1
2025-06-05 20:25:26.663665+00:00,19.46,0.47,13.8,0.01,13.8,0.66,23.77,99,9.146,0.138,9.108,0,71.6,99.2,52,0,29.77,81,67,91.8,0,347,1.1
2025-06-05 20:25:50.034018+00:00,19.5,0.46,13.8,-0.01,13.8,0.66,23.78,99,8.97,-0.138,9.108,0,71.6,99.2,52,0,29.77,81,67,91.8,0,347,1.1
2025-06-05 20:26:14.014871+00:00,19.59,0.44,13.8,-0.03,13.8,0.66,23.78,99,8.62,-0.414,9.108,0,71.6,99.2,52,0,29.77,81,67,91.8,0,347,1.1
2025-06-05 20:26:41.986101+00:00,19.59,0.45,13.8,-0.01,13.8,0.66,23.86,99,8.816,-0.138,9.108,0,71.6,99.2,52,0,29.77,81,67,91.8,0,347,1.1
2025-06-05 20:27:10.854274+00:00,19.59,0.45,13.8,-0.01,13.8,0.66,23.85,99,8.816,-0.138,9.108,0,71.1,98.9,51,0,29.76,81,71,91.9,0,338,1.1
2025-06-05 20:27:33.339795+00:00,19.75,0.44,13.8,-0.03,13.8,0.66,23.84,99,8.69,-0.414,9.108,0,71.1,98.9,51,0,29.76,81,71,91.9,0,338,1.1
2025-06-05 20:27:57.202467+00:00,19.71,0.45,13.8,-0.01,13.8,0.66,23.85,99,8.87,-0.138,9.108,0,71.1,98.9,51,0,29.76,81,71,91.9,0,338,1.1
2025-06-05 20:28:21.184248+00:00,19.79,0.45,13.8,-0.01,13.8,0.66,23.88,99,8.905,-0.138,9.108,0,71.1,98.9,51,0,29.76,81,71,91.9,0,338,1.1
2025-06-05 20:28:44.600907+00:00,19.88,0.45,13.8,-0.01,13.8,0.66,23.88,99,8.946,-0.138,9.108,0,71.1,98.9,51,0,29.76,81,71,91.9,0,338,1.1
2025-06-05 20:29:08.276566+00:00,19.83,0.48,13.8,0.03,13.8,0.66,23.88,99,9.518,0.414,9.108,0,71.1,98.9,51,0,29.76,81,71,91.9,0,338,1.1
2025-06-05 20:29:32.642602+00:00,20.08,0.39,13.8,-0.09,13.8,0.66,23.89,99,7.831,-1.242,9.108,0,71.1,98.9,51,0,29.76,81,71,91.9,0,338,1.1
2025-06-05 20:29:55.980225+00:00,20.0,0.44,13.8,-0.01,13.8,0.66,23.88,99,8.8,-0.138,9.108,0,71.1,98.9,51,0,29.76,81,71,91.9,0,338,1.1
2025-06-05 20:30:18.267491+00:00,20.12,0.44,13.8,0.01,13.8,0.64,23.88,99,8.853,0.138,8.832,0,71.1,98.9,51,0,29.76,81,71,91.9,0,338,1.1
2025-06-05 20:30:41.585905+00:00,20.17,0.43,13.8,-0.03,13.8,0.66,23.91,99,8.673,-0.414,9.108,0,71.1,98.9,51,0,29.76,81,71,91.9,0,338,1.1
2025-06-05 20:31:04.568131+00:00,20.21,0.41,13.8,-0.05,13.8,0.66,23.92,99,8.286,-0.69,9.108,0,71.1,98.9,51,0,29.76,81,71,91.9,0,338,1.1
2025-06-05 20:31:28.014647+00:00,20.25,0.41,13.8,-0.05,13.8,0.66,23.91,99,8.303,-0.69,9.108,0,71.1,98.9,51,0,29.76,81,71,91.9,0,338,1.1
