Timestamp,Solar Voltage (V),Solar Current (A),Battery Voltage (V),Battery Current (A),Load Voltage (V),Load Current (A),Battery Temp (C),Battery SOC,Solar Power (W),Battery Power (W),Load Power (W),Accumulated Precip,Dew Point,Feels Like,Humidity,Precip,Pressure,Sky Cover,Solar Radiation,Temperature,Wind,Wind Direction,Wind Gusts
2025-06-07 20:24:28.995634+00:00,17.8,0.81,12.41,-3.02,12.43,4.19,24.5,48,14.418,-37.478,52.082,0,76.7,114.4,50,0,29.83,0,870,98.6,5.3,248,7.3
2025-06-07 20:25:14.812175+00:00,18.09,0.56,12.58,-2.18,12.56,3.0,24.45,54,10.13,-27.424,37.68,0,76.7,114.4,50,0,29.83,0,870,98.6,5.3,248,7.3
2025-06-07 20:25:58.251492+00:00,18.3,0.71,12.56,-2.28,12.56,3.32,24.43,53,12.993,-28.637,41.699,0,76.7,114.4,50,0,29.83,0,870,98.6,5.3,248,7.3
2025-06-07 20:27:36.319363+00:00,18.09,0.76,12.32,-3.25,12.34,4.35,24.39,45,13.748,-40.04,53.679,0,76.7,114.4,50,0,29.83,0,870,98.6,5.3,248,7.3
2025-06-07 20:28:50.324334+00:00,18.34,0.83,12.51,-2.51,12.49,3.74,24.37,52,15.222,-31.4,46.713,0,76.7,114.4,50,0,29.83,0,870,98.6,5.3,248,7.3
2025-06-07 20:30:01.546635+00:00,18.26,0.9,12.38,-2.96,12.38,4.29,24.37,47,16.434,-36.645,53.11,0,75.6,112.2,49,0,29.82,0,854,98.1,3.7,180,6.8
2025-06-07 20:31:18.437115+00:00,18.14,0.87,12.68,-1.35,12.68,2.6,24.36,58,15.782,-17.118,32.968,0,75.6,112.2,49,0,29.82,0,854,98.1,3.7,180,6.8
2025-06-07 20:32:29.051204+00:00,19.46,0.73,12.64,-1.48,12.64,2.62,24.33,56,14.206,-18.707,33.117,0,75.6,112.2,49,0,29.82,0,854,98.1,3.7,180,6.8
2025-06-07 20:33:41.202671+00:00,19.13,0.87,12.47,-1.39,12.66,2.74,24.32,50,16.643,-17.333,34.688,0,75.6,112.2,49,0,29.82,0,854,98.1,3.7,180,6.8
2025-06-07 20:35:02.343136+00:00,16.77,0.58,12.62,-1.55,12.64,2.33,24.3,55,9.727,-19.561,29.451,0,75.6,112.2,49,0,29.82,0,854,98.1,3.7,180,6.8
